,NAME_0,Maize_area_hectare,Maize_area_weighted_hectare,Others_area_hectare,Others_area_weighted_hectare,Sesame_area_hectare,Sesame_area_weighted_hectare,Soy_area_hectare,Soy_area_weighted_hectare,Crop_area_hectare,Maize_area_precent,Others_area_precent,Sesame_area_precent,Soy_area_precent,Maize_area_weighted_precent,Others_area_weighted_precent,Sesame_area_weighted_precent,Soy_area_weighted_precent
0,Mozambique,3835177.0,3963356.0,1165542.0,1123927.0,2103124.0,2019040.0,11280.0,8800.0,7115123.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
